time,eye velocity,Simulation_reset
0.0,2.65627563749,RESET
0.01,2.95542280804
0.02,2.94794694046
0.03,2.9643385974
0.04,2.98163630143
0.05,2.99797919844
0.06,3.01279841341
0.07,3.02551048981
0.08,0.406404612336
0.09,-3.69208386467
0.1,-3.44025974907
0.11,0.815715465703
0.12,3.57927679983
0.13,2.92275012577
0.14,2.93025774587
0.15,2.92488958736
0.16,2.92761607424
0.17,2.93695811854
0.18,2.95031097798
0.19,2.96552325949
0.2,2.98101991483
0.21,2.99571544098
0.22,3.00890236043
0.23,3.02014180632
0.24,3.02918809486
0.25,3.03592210107
0.26,3.04032584909
0.27,3.04247450631
0.28,3.04250642476
0.29,3.04064757414
0.3,3.03719305316
0.31,3.03250191298
0.32,3.02697690986
0.33,3.02103903306
0.34,3.0151000232
0.35,3.00953333209
0.36,3.00464478454
0.37,3.00065586399
0.38,-13.0172280205
0.39,-38.3490812116
0.4,-36.8594013949
0.41,-10.7625188801
0.42,3.68276840228
0.43,2.44207826352
0.44,2.24729712664
0.45,2.22368999752
0.46,2.26560595987
0.47,2.36759770866
0.48,2.486502138
0.49,2.61363552172
0.5,2.73726835487
0.51,2.84954041849
0.52,2.94572540783
0.53,3.02348047908
0.54,3.08213855925
0.55,3.1221650056
0.56,3.14479165866
0.57,3.15180155418
0.58,3.145413059
0.59,3.12741971886
0.6,3.1013760146
0.61,3.06975219561
0.62,3.03533699602
0.63,3.00073593072
0.64,2.96837511255
0.65,2.94019457907
0.66,2.9176550196
0.67,2.90166028161
0.68,-8.55323014638
0.69,-26.4312241459
0.7,-25.3621911921
0.71,-6.85129875221
0.72,3.40116795388
0.73,2.53320131193
0.74,2.40673427981
0.75,2.40128729708
0.76,2.4462257823
0.77,2.52031991074
0.78,2.60883495355
0.79,2.70044531988
0.8,2.78719305569
0.81,2.86391916592
0.82,2.92784192774
0.83,2.97793996611
0.84,3.01427845817
0.85,3.03768683669
0.86,3.04942432989
0.87,3.05097499414
0.88,3.04397109019
0.89,3.03011161499
0.9,3.01121012934
0.91,2.98903390891
0.92,2.96539816293
0.93,2.94194905371
0.94,2.92024380111
0.95,2.90148897781
0.96,2.88659778309
0.97,2.8761286405
0.98,-9.93834656115
0.99,-29.9438032299
1.0,-28.7487865427
1.01,-8.03703430035
1.02,3.43146865229
1.03,2.45445930933
1.04,2.30699632909
1.05,2.29517192154
1.06,2.340608527
1.07,2.41982479951
1.08,2.51643953839
